REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brunei Darussalam,,,,,,,,,,,,,,,9912272227.917286,9848309169.942291,11904058996.81929,13086612365.66366,14005179257.87357,17413814222.96992,15723288076.09357,12203657713.49643,12484528553.61512,12534388933.99006,12236497439.35794,11880752592.07608,11238334123.95646,11472489785.51602,11296288038.48953,10988327004.53694,11278756570.9584,11607042399.18278,11244830849.29826,11173577997.53121,11284501978.39854,11436537376.5575,11433413457.78407,12158742942.45154,11349316035.55181,11832878891.64851,12244033124.21641,12423538058.83356,12915688955.24884,13378513489.23221,13392499178.55145,13391973497.68439,13940831828.21205,13416151408.81702,12892826139.07079,12647829712.46519,12994552805.37299,13481121670.6159,13604222554.71756,13315162321.26066,12981233067.57553,12930296852.4882,12609894729.68671,12777445744.24437,12784137427.31544,13278735782.13191,13429259999.61834,13215632370.10146,13000438059.97909,13183363105.80861
Bulgaria,,,,,,,,,,,,,,,,,,,,,30408546361.49679,31898614352.4788,32643308427.38577,33763073766.85348,34909817532.37276,35846601798.54291,37354884133.91994,39616540763.25468,43952449156.32304,42506465412.9726,38630990671.23823,35368466293.17498,32796334206.55323,32310877995.98879,32898293420.12066,33839848852.09431,35601345729.97851,30576080319.71365,31734644752.94835,29070175025.9798,30403689510.6865,31566236716.35818,33419784415.51719,35170029869.75098,37459748348.2042,40103039005.52133,42831083920.54708,45681230278.88973,48481288148.94627,46858550898.03803,47587369884.07413,48582029321.10842,48945818793.83096,48680164577.7112,49142357906.23466,50811995688.67711,52349886250.80684,53787375622.38297,55158665587.16037,57248544889.46729,55407582000.77869,59718632534.04913,62130535277.71849,63302823436.93321
Burkina Faso,1166782785.986078,1213966641.505798,1288368214.222987,1272031494.326082,1301069673.810818,1350049032.115058,1357307072.347543,1477066550.516732,1522423925.194389,1553269467.699199,1555087097.583106,1577065763.725805,1613519619.007944,1620769604.832819,1755073486.553373,1807697309.80526,1961982376.404196,1969248648.053645,2059988179.564065,2135478949.538647,2152496130.244026,2244091371.141983,2458675800.423691,2467182443.504356,2423298751.101504,2629699950.558149,2838902120.302767,2832192750.184722,2996335113.957774,3060764327.264714,3042310107.503994,3318247161.442328,3325969079.691652,3441093672.507135,3486344304.540468,3685636779.128818,4091600230.312085,4350059854.871138,4667950033.018458,5013156038.3976,5107828181.200837,5445629583.601369,5682675869.684835,6126066307.131829,6400419254.55947,6954815456.4763,7389711520.728398,7693530569.653915,8139754707.289298,8380850241.735235,9088720451.705269,9690626654.34607,10315931043.87457,10913490102.15288,11385699970.03002,11832159315.62978,12537116611.65405,13314855313.13015,14194244128.60653,15030172259.37908,15332394848.52006,16396850182.58891,16642350339.79317,17134994111.36482
Burundi,798536036.4568166,688768194.4307325,751192343.6902244,782257207.623602,831328498.7401227,864309175.839385,904179696.7166746,1029151061.694667,1026085388.706514,1011109250.30161,1226735079.770476,1260431391.163484,1179713806.981297,1260984889.482852,1251819552.425837,1260556254.403116,1360677964.103901,1516740284.275663,1502474189.35523,1527489707.74691,1542627981.945948,1730262074.407314,1712032036.302195,1775639624.648193,1778401525.634023,1987953781.699614,2052565867.06033,2165520539.641169,2274468405.673543,2305162407.677,2385838991.894224,2505055464.229911,2530356483.611187,2372462238.998665,2281596935.335211,2100894457.971154,1932822901.376721,1902091017.305555,1992440340.534293,1972316693.164669,1955416620.302641,1995616214.180727,2084351676.538241,2058844882.282827,2158362397.868308,2177787659.468589,2295688883.377964,2374934882.817492,2490397480.724024,2585349995.273633,2717827465.446616,2827426575.504148,2953153932.044718,3098572839.649096,3229972475.405445,3104003546.264973,3085379496.768378,3100806433.202954,3150727414.316329,3207836406.882478,3218331064.792157,3318099327.759078,3379450965.730803,3470696161.982592
Cabo Verde,,,,,,,,,,,,,,,,,,,,,188081994.5373627,203977861.6829903,209740297.6428378,229709146.5095569,238399665.3079667,259002370.8744237,266439508.4970679,277920556.7251962,294587049.2890053,311372470.1967669,313527702.8603331,317930092.6348615,352704163.8407233,383418741.3331339,456968584.4322826,521911297.4146963,581130092.0231034,645742611.6076624,726572059.7574133,808112687.727471,923550525.2898872,944160982.565559,993737848.2259223,1035238917.786296,1140802982.167634,1219660508.684479,1317035160.010051,1516838454.637143,1623608884.795834,1599196517.156684,1628564468.24228,1692481034.544066,1710821579.612857,1721636311.15762,1733630380.444896,1749857620.353287,1824764034.952555,1907814790.728332,1978536809.331935,2116002110.927555,1675762033.718857,1793627260.881229,2077803747.086578,2191572559.728767
Cambodia,,,,,,,,,,,,,,,,5104596991.661796,5104596991.661796,4355425545.404884,4355425545.404884,3796687001.662558,3581475361.628493,3582947065.657651,3582947065.657651,3741793666.978189,3926341896.402545,4109709289.006625,4265911859.733296,5184427493.709721,5805361650.775968,6007352427.858814,6077176596.902326,6538513178.623257,6997355850.271593,7284133439.526628,4748625742.757563,5218904416.420888,5526689596.989182,5748123107.352014,6017229084.137183,6781740973.222622,7459479704.675782,8010713670.899399,8512590714.589053,9387998414.661062,10275886653.58491,11642922159.7044,12917049054.09754,14260222987.89945,15326369460.34691,15950885068.86584,16760698493.04088,17981993293.90303,19357661918.85189,20878690156.78171,22549052336.92654,24174170369.07381,26085259688.33728,28191654621.94781,30665817313.84912,33099747942.81099,31922812945.08807,32909177695.67303,34588654431.08628,36304274723.17266
Cameroon,4827329401.772587,4884469573.585709,5033033599.984336,5221397415.123539,5406608719.743535,5516149516.567527,5770717368.637483,5141012904.428799,5467278232.707804,5735255755.81943,5912593777.176274,6118334765.00775,6281929448.776388,6618369536.82128,7328802680.10935,8152930849.053505,7704916015.450282,8763561576.93245,10691808462.13209,11337071801.85347,11114265274.33131,13012879895.43017,13990954313.13408,14951689440.31014,16069264314.02335,17364955075.04497,18540851327.41092,18142844102.46146,16723414750.10317,16419195682.09925,15416689237.8441,14829529308.2261,14369813423.52172,13229990256.14008,13478291933.8403,13868353888.05522,14452915010.38898,15107243821.27878,15821141892.62951,16534881734.70655,17168567484.57492,17910981185.56972,18712860619.42512,19733301668.57582,21124275032.77103,21594980960.24444,22417659743.28817,23387803922.57708,24053813243.65222,24674221649.2686,25389533434.64955,26247499413.69742,27461703151.65726,28833560540.79009,30482787768.47828,32210233020.45692,33671222913.45479,34863580363.11514,36242614248.57564,37502066832.74033,37599547048.58411,38854942334.57685,40306867605.13643,41616173714.87322
Canada,276385631126.1801,285128514810.5718,306307395942.7072,322533847198.7267,344001699230.7297,365732975280.7938,390455390106.9531,402424490928.1893,422579012400.9178,443991228080.4185,456950058847.4515,475314173140.6932,501549947271.5692,535297444607.439,553271533579.336,561821810372.2828,594909046440.3925,615938050290.8864,638949350316.3102,662751487775.8046,677180907601.9534,700307077493.4921,678134303092.5706,695509823673.7312,736534953481.4048,771429628504.8668,787795360275.0919,819874511491.844,856037856755.4137,876046284221.5989,877824201432.1178,859468413002.8633,867121689189.4946,890167242008.6035,930171796213.96,955122057570.8168,971253698607.8518,1012824977566.979,1052253104690.224,1106349473421.659,1163199674646.764,1185010810019.451,1220552310131.935,1242600185625.168,1281025904373.686,1322152656328.698,1357030300358.287,1384848127059.22,1398632992699.796,1357861634788.535,1399830508747.168,1443745912933.406,1469093201563.908,1503261570659.634,1546457292386.528,1556508816217.14,1572673953080.044,1620386284372.81,1664832887596.13,1696605089927.378,1611126164920.139,1696305710720.037,1761102321572.639,1783097209318.735
Caribbean small states,7576000436.795331,8135639129.339781,8686020478.988789,8728010289.690733,9466027470.60113,10471433695.02641,11354832049.07104,12362563275.33788,13176601296.65325,14148702714.94449,14336932794.39773,14753570705.89485,14594320478.31893,15013903593.02234,14110970474.6601,13637564142.83987,14293423565.50735,15077244610.51221,16130094464.90229,17664740335.13851,18129465669.2728,17796461088.78507,17575302614.12345,17630969215.87519,18685782394.49232,19348992125.63634,19986120587.93222,20389054789.01382,21173255745.30737,22149128466.54537,21953469414.10909,21720002636.02731,21574251801.64856,21769448764.35669,22483531809.48109,23117415952.39054,24054745653.30124,24878339533.03709,25769208769.50108,26762583753.61979,27747004119.46415,28083793737.37012,28680303115.64962,29213117375.23582,30028733927.42933,31018317550.1125,32411752624.9952,33473466101.66865,33653836392.50695,32761650025.94986,33060311258.62196,33613671217.68696,34374458267.86937,34407113286.91042,35011151241.95357,35085992997.33273,35224239140.78146,35880521656.45836,36877637380.24446,37266728870.68547,33688259724.73736,37206309803.77979,45788913937.57768,51538918459.96152
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4633485653.942616,4780025440.10176,4762941571.766286,4419986799.947199,4299956079.824319,4350225240.900963,4403722294.889179,4460060480.241921,4578454033.816135,4708167232.668931,4860710642.842571,5015477901.911608,5229501758.007031,5434269977.079907,5165012420.04968,5418352633.410533,5697740750.963004,5946143784.575138
Central African Republic,980371513.7393566,1028934744.092431,990722163.6720896,983717651.4501396,1004182171.741981,1013697588.233687,1020233745.255061,1067946130.327088,1082941302.665535,1159738545.693342,1186793864.446625,1200207036.996458,1200196629.103112,1222867622.784335,1300385612.426362,1305652006.459507,1376581799.613429,1428977736.691219,1446257441.619142,1410605202.961951,1347429290.3509,1326618707.605299,1428977736.691218,1312851666.681697,1437332673.07483,1493779882.637603,1547227016.943352,1470809662.022679,1495962938.266955,1525542171.156676,1492780724.876374,1484532469.39956,1389164942.668909,1393822474.941305,1462119071.078655,1567392310.301492,1504695160.784364,1584443041.575801,1658914120.440746,1718634612.460879,1675850364.888247,1750672710.153625,1813986527.351512,1716076872.671066,1818953694.450956,1835473623.164611,1923045637.779006,2011650635.808006,2052972574.365505,2229266675.809043,2332499967.936038,2430339369.336397,2553162918.714158,1624016454.05115,1625333052.559436,1695825714.192821,1776382808.69192,1856804600.577519,1927167163.544076,1986909345.613943,2004791529.662021,2024497026.49048,2034662228.579572,2052368906.143535
Central Electricity Board (CEB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747357310944.2731,666107906996.243,633226782355.9044,634551498275.0221,657958124166.5409,695539762230.7113,726740500929.3815,743108978161.8955,762720520888.5908,777203521016.0765,807932869778.1561,832224596360.6152,861715593789.6179,896292897053.1907,948984741191.3262,995572169886.6936,1061701928866.301,1128932063595.886,1173674124818.093,1131329359608.833,1148744003611.983,1190051936519.147,1200114894492.26,1207875852308.017,1247157668184.381,1297123697168.523,1333237571352.716,1401517693351.454,1472164889716.283,1531139709524.926,1480167019635.12,1576853751533.48,1640988150473.123,1651487698948.261
Chad,1696963334.819743,1720682532.427565,1812913114.031928,1783916402.437311,1739123338.995749,1749666387.915217,1718048299.733849,1731229190.037818,1723313683.55795,1841900244.252632,1876153261.473403,1833984345.980953,1855068125.199062,1699597035.907274,1783928535.32619,1944665264.898251,2002631171.722891,2047382465.522789,2037767257.504921,1600847792.92735,1504033789.245204,1519719629.902429,1600973096.399972,1851985149.897978,1889930453.462718,2301798717.067758,2207846946.520188,2155105711.053804,2488766915.577517,2610336586.722397,2501264393.609717,2714750740.500424,2931969982.995348,2471362276.452374,2721881493.433423,2755538900.446347,2816559566.356695,2975790728.791374,3182655199.363023,3160922431.418335,3133116396.560118,3498379324.946861,3795434053.691936,4354185216.740437,5818470354.423174,6826958691.469415,6871215271.384135,7096007050.051847,7312626256.376652,7621050568.718653,8653710607.33726,8660881919.874985,9430191344.888264,9967712380.067072,10655483043.65237,10950392256.95429,10265387503.35719,9958586279.144302,10195006881.79443,10526057301.74124,10357639675.76709,10236539498.75941,10523606947.14857,10957423661.06439
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10651282856.23608,10267130272.92424,10382639864.81808,9785257886.99542,9833590337.340149,10072261600.11356,10109968846.95244,10232605257.30472,10417455245.28631,10534364582.71329,10700107551.22799,9748142573.66108,10716796137.84991,11289283297.05645,11708680810.58401
Chile,26775250058.2009,28179684721.49776,29314392034.92123,31026393610.92275,31819806920.69413,32122181797.09638,35731508026.09698,37023559304.17123,38353450489.44771,39863802957.39668,40592898746.55074,44417840219.41002,43964801437.89575,41753702384.3503,42748337927.23849,37228629336.50262,38655447829.57997,42692888123.76454,45980711669.09311,49851508074.7301,53832958966.33357,57345758918.08757,51029522091.78758,48469156376.32831,50458177022.74105,52481507638.67869,55303801645.74418,58876686345.96684,63201243989.83272,69472945426.75645,71788871549.58366,77391556631.47673,86033645570.06783,91702216494.85,96315019535.2754,104919125196.9218,112056685776.9859,120339623821.7614,125370887061.4073,125027832950.762,131243743560.3484,135383217068.2976,139719269580.0695,146318553367.3333,156084225513.2193,165194933110.7315,175189211413.9758,184243394524.5468,191225100455.4415,189087132634.0861,200151851754.4699,212609096424.8143,225695909225.2621,233163076989.9105,237342873662.2418,242450355827.827,246700604504.1716,250050047208.954,260027117795.3847,261676645409.8284,245600606661.894,273436873982.6259,279066228503.4121,279676771459.2289
China,158907448897.851,115573387577.228,109124392561.7486,120364204991.6791,142246417451.7282,166357185215.3015,184074225438.098,173453142622.8611,166341563798.779,194519824699.7403,232062150860.3757,248445738707.722,257911521353.0321,277925455412.2017,284345533440.4152,309140463949.2542,304286958660.1397,327321481434.9236,364393840371.8764,392056159908.4583,422770408019.5048,444385648943.3381,484456409125.2228,536633345444.0845,618156214897.2101,701178782692.4553,763934015643.4531,852989071904.214,948716580689.1886,988622772158.8776,1027379269906.503,1122543213961.284,1282219705619.768,1460239618602.006,1650608234052.854,1831415106374.645,2013138309684.441,2199087464269.014,2371626806476.088,2553332587278.425,2770112908903.599,3001022138034.239,3275124420038.432,3603882407613.852,3968365429214.8,4420544471398.722,4982879973774.785,5691986693310.726,6241302053216.754,6827904909100.224,7554112071638.196,8275592638196.995,8926363432826.297,9619598215288.48,10333926843443.78,11061572618578.69,11819153423353.85,12640253743744.42,13493442283300.77,14296369668065.17,14616413683019.54,15851276922873.05,16318995784492.73,17175670911003.47
Colombia,30607351920.84865,32165026473.27682,33905762200.13804,35020145447.63533,37179817268.79789,38518294925.19547,40535396289.08755,42211479864.70947,44715936774.11517,47444734555.51779,50390007345.54115,53393618595.52477,57488453984.91028,61353376858.80008,64878592920.43333,66385888256.79827,69524857841.27905,72416052846.12187,78549620712.74223,82774898275.66206,86158201122.73007,88119913721.78072,88955661300.65604,90355784303.22916,93383320875.49118,96284839824.19162,101892542204.3827,107363083659.4255,111726505380.4155,115540955654.074,120488417446.2605,122900122761.6714,127871346008.2378,134757742185.3117,142593449287.2222,150011784497.7917,153095808839.2529,158347444690.9708,159249683235.2625,152554802278.4996,157016818928.9305,159651401476.8194,163649041384.4466,170061255792.9107,179130660092.7827,187780451739.3762,200393418124.0551,213896316785.0228,220919487240.8489,223437193184.792,233479933032.1731,249701866578.277,259471791121.2877,272793056063.5702,285066097496.8143,293492370193.1661,299618678572.1913,303691577641.5833,311479214511.795,321405606655.8417,298309675728.0929,330530695024.8858,354622693594.6611,356787344438.8305
